0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,1
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,1
47,1
48,0
49,1
50,0
51,1
52,0
53,1
54,1
55,0
56,0
57,0
58,1
59,1
60,0
61,1
62,1
63,0
64,1
65,1
66,1
67,0
68,2
69,1
70,1
71,1
72,2
73,1
74,1
75,1
76,1
77,1
78,2
79,0
80,1
81,2
82,1
83,1
84,2
85,2
86,2
87,1
88,2
89,0
90,1
91,2
92,1
93,0
94,1
95,2
96,2
97,0
98,2
99,2
100,0
101,2
102,2
103,1
104,1
105,1
106,0
107,2
108,1
109,2
110,0
111,1
112,1
113,0
114,2
115,0
116,2
117,0
118,0
119,0
120,2
121,0
122,0
123,0
124,0
125,1
126,0
127,2
128,1
129,2
130,0
131,2
132,0
133,0
134,1
135,2
136,1
137,1
138,1
139,0
140,1
141,0
142,0
143,0
144,2
145,0
146,2
147,0
148,1
149,0
150,0
151,1
152,0
153,1
154,1
155,0
156,2
157,1
158,0
159,0
160,1
161,0
162,2
163,0
164,2
165,0
166,1
167,2
168,2
169,0
170,0
171,0
172,1
173,1
174,0
175,0
176,0
177,1
178,0
179,0
180,0
181,1
182,1
183,1
184,0
185,1
186,0
187,0
188,0
189,0
190,0
191,2
192,2
193,0
194,0
195,0
196,1
197,2
198,1
199,0
200,1
201,0
202,0
203,0
204,0
205,1
206,0
207,1
208,0
209,0
210,0
211,0
212,0
213,1
214,1
215,2
216,1
217,0
218,0
219,1
220,0
221,0
222,2
223,0
224,0
225,2
226,2
227,0
228,0
229,2
230,1
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,2
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,2
259,0
260,0
261,2
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,1
270,1
271,1
272,1
273,0
274,0
275,1
276,0
277,1
278,2
279,0
280,0
281,1
282,0
283,1
284,0
285,0
286,0
287,1
288,1
289,0
290,2
291,1
292,2
293,0
294,1
