0,0
1,2
2,0
3,0
4,1
5,1
6,0
7,0
8,0
9,0
10,0
11,0
12,2
13,1
14,0
15,0
16,1
17,1
18,2
19,0
20,0
21,0
22,0
23,1
24,0
25,2
26,2
27,0
28,0
29,0
30,1
31,2
32,0
33,0
34,0
35,0
36,2
37,0
38,0
39,0
40,2
41,0
42,2
43,0
44,0
45,0
46,2
47,0
48,0
49,2
50,2
51,0
52,0
53,1
54,0
55,1
56,1
57,2
58,2
59,1
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,2
68,2
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,1
77,2
78,0
79,0
80,0
81,0
82,0
83,2
84,0
85,0
86,1
87,2
88,0
89,0
90,2
91,2
92,0
93,0
94,0
95,0
96,0
97,1
98,2
99,2
100,0
101,0
102,0
103,0
104,2
105,2
106,0
107,0
108,1
109,1
110,0
111,2
112,0
113,0
114,0
115,0
116,2
117,2
118,0
119,0
120,2
121,0
122,1
123,1
124,0
125,0
126,1
127,0
128,2
129,0
130,2
131,0
132,2
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,1
142,1
143,2
144,0
145,1
146,1
147,0
148,0
149,2
150,1
151,0
152,0
153,0
154,0
155,0
156,2
157,2
158,0
159,0
160,0
161,0
162,2
163,0
164,0
165,2
166,0
167,0
168,2
169,1
170,1
171,0
172,2
173,0
174,0
175,0
176,2
177,0
178,2
179,2
180,0
181,0
182,0
183,0
184,1
185,1
186,0
187,0
188,2
189,1
190,0
191,0
192,0
193,1
194,0
195,2
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,1
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,1
214,0
215,0
216,0
217,0
218,2
219,2
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,2
228,0
229,2
230,0
231,0
232,0
233,0
234,1
235,0
236,0
237,0
238,2
239,0
240,2
241,1
242,2
243,0
244,1
245,1
246,0
247,1
