0,1
1,0
2,0
3,0
4,0
5,2
6,0
7,0
8,0
9,0
10,0
11,0
12,2
13,1
14,2
15,0
16,1
17,0
18,2
19,0
20,1
21,0
22,0
23,0
24,2
25,0
26,0
27,0
28,0
29,1
30,0
31,1
32,1
33,0
34,0
35,0
36,2
37,2
38,0
39,0
40,0
41,0
42,0
43,1
44,1
45,2
46,0
47,1
48,0
49,1
50,0
51,1
52,1
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,2
62,0
63,2
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,2
73,0
74,0
75,0
76,0
77,0
78,0
79,2
80,1
81,0
82,1
83,0
84,0
85,2
86,2
87,0
88,0
89,0
90,2
91,0
92,0
93,0
94,1
95,1
96,0
97,0
98,1
99,0
100,0
101,0
102,1
103,0
104,2
105,0
106,2
107,0
108,1
109,1
110,0
111,0
112,0
113,2
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,1
129,0
130,0
131,0
132,2
133,0
134,0
135,0
136,1
137,0
138,0
139,0
140,0
141,2
142,0
143,0
144,0
145,1
146,0
147,1
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,2
156,0
157,2
158,2
159,0
160,0
161,0
162,1
163,1
164,0
165,2
166,2
167,0
168,0
169,0
170,0
171,2
172,0
173,0
174,2
175,0
176,1
177,0
178,0
179,0
180,0
181,0
182,2
183,0
184,2
